{'artist': 'Faster Pussycat', 'song': 'Arizona Indian Doll', 'genre': 'Metal', 'alternative_artist': 'The Pussycat Dolls', 'add_to_final_records': True}
{'artist': 'Slipknot', 'song': 'Gematria (The Killing Name)', 'genre': 'Metal', 'alternative_artist': 'Slipknot', 'add_to_final_records': True}
{'artist': 'Slipknot', 'song': '(Sic) [Live Version]', 'genre': 'Metal', 'alternative_artist': 'Slipknot', 'add_to_final_records': True}
{'artist': 'Slipknot', 'song': "'Til We Die", 'genre': 'Metal', 'alternative_artist': 'Slipknot', 'add_to_final_records': True}
{'artist': 'Slipknot', 'song': 'Child of Burning Time', 'genre': 'Metal', 'alternative_artist': 'Slipknot', 'add_to_final_records': True}
{'artist': 'Slipknot', 'song': 'Scream', 'genre': 'Metal', 'alternative_artist': 'Slipknot', 'add_to_final_records': True}
{'artist': 'Slipknot', 'song': 'Vermilion Pt. 2', 'genre': 'Metal', 'alternative_artist': 'Slipknot', 'add_to_final_records': True}
{'artist': 'Metallica', 'song': 'Halo On Fire', 'genre': 'Metal', 'alternative_artist': 'Hall & Oates', 'add_to_final_records': True}
{'artist': 'Marilyn Manson', 'song': 'Third Day of a Seven Day Binge', 'genre': 'Metal', 'alternative_artist': 'Marilyn Manson', 'add_to_final_records': True}
{'artist': 'Rob Zombie & Marilyn Manson', 'song': 'Helter Skelter', 'genre': 'Metal', 'alternative_artist': 'Marilyn Manson', 'add_to_final_records': True}
{'artist': 'Marilyn Manson', 'song': 'I Put A Spell On You', 'genre': 'Metal', 'alternative_artist': 'Marilyn Manson', 'add_to_final_records': True}
{'artist': 'Pantera', 'song': 'Hole In the Sky', 'genre': 'Metal', 'alternative_artist': 'Hole', 'add_to_final_records': True}
{'artist': 'Five Finger Death Punch', 'song': 'Fire in the Hole', 'genre': 'Metal', 'alternative_artist': 'Hole', 'add_to_final_records': True}
{'artist': 'Dream Theater', 'song': "The Big Medley: In the Flesh? / Carry On Wayward Son / Bohemian Rhapsody / Lovin', Touchin', Squeezin' / Cruise Control / Turn It On Again (Live)", 'genre': 'Metal', 'alternative_artist': 'Freddie Mercury', 'add_to_final_records': True}
{'artist': 'Asking Alexandria', 'song': 'Eve', 'genre': 'Metal', 'alternative_artist': 'Eve', 'add_to_final_records': True}
{'artist': 'Six Feet Under', 'song': 'T.N.T.', 'genre': 'Metal', 'alternative_artist': 'Six Feet Under', 'add_to_final_records': True}
{'artist': 'Six Feet Under', 'song': 'Prophecy', 'genre': 'Metal', 'alternative_artist': 'Six Feet Under', 'add_to_final_records': True}
{'artist': 'Six Feet Under', 'song': 'Zombie Blood Curse', 'genre': 'Metal', 'alternative_artist': 'Six Feet Under', 'add_to_final_records': True}
{'artist': 'Six Feet Under', 'song': 'Neuro Osmosis', 'genre': 'Metal', 'alternative_artist': 'Six Feet Under', 'add_to_final_records': True}
{'artist': 'Six Feet Under', 'song': 'Frozen At the Moment of Death', 'genre': 'Metal', 'alternative_artist': 'Six Feet Under', 'add_to_final_records': True}
{'artist': 'Six Feet Under', 'song': 'Formaldehyde', 'genre': 'Metal', 'alternative_artist': 'Six Feet Under', 'add_to_final_records': True}
{'artist': 'Six Feet Under', 'song': 'Delayed Combustion Device', 'genre': 'Metal', 'alternative_artist': 'Six Feet Under', 'add_to_final_records': True}
{'artist': 'Six Feet Under', 'song': 'Reckless', 'genre': 'Metal', 'alternative_artist': 'Six Feet Under', 'add_to_final_records': True}
{'artist': 'Six Feet Under', 'song': 'Fragment', 'genre': 'Metal', 'alternative_artist': 'Six Feet Under', 'add_to_final_records': True}
{'artist': 'Six Feet Under', 'song': 'Near Death Experience', 'genre': 'Metal', 'alternative_artist': 'Six Feet Under', 'add_to_final_records': True}
{'artist': 'Six Feet Under', 'song': 'Incision', 'genre': 'Metal', 'alternative_artist': 'Six Feet Under', 'add_to_final_records': True}
{'artist': 'Six Feet Under', 'song': 'The Curse of Ancients', 'genre': 'Metal', 'alternative_artist': 'Six Feet Under', 'add_to_final_records': True}
{'artist': 'Six Feet Under', 'song': 'Psychosis', 'genre': 'Metal', 'alternative_artist': 'Six Feet Under', 'add_to_final_records': True}
{'artist': 'Six Feet Under', 'song': 'The Scar', 'genre': 'Metal', 'alternative_artist': 'Six Feet Under', 'add_to_final_records': True}
{'artist': 'Six Feet Under', 'song': 'Inferno', 'genre': 'Metal', 'alternative_artist': 'Six Feet Under', 'add_to_final_records': True}
{'artist': 'Six Feet Under', 'song': 'Vampire Apocalypse', 'genre': 'Metal', 'alternative_artist': 'Six Feet Under', 'add_to_final_records': True}
{'artist': 'Six Feet Under', 'song': 'Blood On My Hands', 'genre': 'Metal', 'alternative_artist': 'Six Feet Under', 'add_to_final_records': True}
{'artist': 'Six Feet Under', 'song': 'Missing Victims', 'genre': 'Metal', 'alternative_artist': 'Six Feet Under', 'add_to_final_records': True}
{'artist': 'Six Feet Under', 'song': 'The Sinister Craving', 'genre': 'Metal', 'alternative_artist': 'Six Feet Under', 'add_to_final_records': True}
{'artist': 'Six Feet Under', 'song': 'Decapitate', 'genre': 'Metal', 'alternative_artist': 'Six Feet Under', 'add_to_final_records': True}
{'artist': 'Six Feet Under', 'song': '18 Days', 'genre': 'Metal', 'alternative_artist': 'Six Feet Under', 'add_to_final_records': True}
{'artist': 'Six Feet Under', 'song': 'Molest Dead', 'genre': 'Metal', 'alternative_artist': 'Six Feet Under', 'add_to_final_records': True}
{'artist': 'Six Feet Under', 'song': 'Alive to Kill You', 'genre': 'Metal', 'alternative_artist': 'Six Feet Under', 'add_to_final_records': True}
{'artist': 'Six Feet Under', 'song': 'The Depths of Depravity', 'genre': 'Metal', 'alternative_artist': 'Six Feet Under', 'add_to_final_records': True}
{'artist': 'Six Feet Under', 'song': 'Stab', 'genre': 'Metal', 'alternative_artist': 'Six Feet Under', 'add_to_final_records': True}
{'artist': 'Six Feet Under', 'song': 'Slit Wrists', 'genre': 'Metal', 'alternative_artist': 'Six Feet Under', 'add_to_final_records': True}
{'artist': 'Six Feet Under', 'song': 'Compulsion to Brutalize', 'genre': 'Metal', 'alternative_artist': 'Six Feet Under', 'add_to_final_records': True}
{'artist': 'Six Feet Under', 'song': 'Lost Remains', 'genre': 'Metal', 'alternative_artist': 'Six Feet Under', 'add_to_final_records': True}
{'artist': 'Six Feet Under', 'song': 'Break the Cross in Half', 'genre': 'Metal', 'alternative_artist': 'Six Feet Under', 'add_to_final_records': True}
{'artist': 'Six Feet Under', 'song': 'Broken Bottle Rape', 'genre': 'Metal', 'alternative_artist': 'Six Feet Under', 'add_to_final_records': True}
{'artist': 'Six Feet Under', 'song': 'Eternal in Darkness', 'genre': 'Metal', 'alternative_artist': 'Six Feet Under', 'add_to_final_records': True}
{'artist': 'Six Feet Under', 'song': 'The Night Bleeds', 'genre': 'Metal', 'alternative_artist': 'Six Feet Under', 'add_to_final_records': True}
{'artist': 'Six Feet Under', 'song': 'Open Coffin Orgy', 'genre': 'Metal', 'alternative_artist': 'Six Feet Under', 'add_to_final_records': True}
{'artist': 'Six Feet Under', 'song': 'Gruesome', 'genre': 'Metal', 'alternative_artist': 'Six Feet Under', 'add_to_final_records': True}
{'artist': 'Six Feet Under', 'song': 'Sacrificial Kill', 'genre': 'Metal', 'alternative_artist': 'Six Feet Under', 'add_to_final_records': True}
{'artist': 'Six Feet Under', 'song': 'As the Dying Scream', 'genre': 'Metal', 'alternative_artist': 'Six Feet Under', 'add_to_final_records': True}
{'artist': 'Six Feet Under', 'song': 'Possessed', 'genre': 'Metal', 'alternative_artist': 'Six Feet Under', 'add_to_final_records': True}
{'artist': 'Six Feet Under', 'song': 'Intent to Kill', 'genre': 'Metal', 'alternative_artist': 'Six Feet Under', 'add_to_final_records': True}
{'artist': 'Six Feet Under', 'song': 'The Perverse', 'genre': 'Metal', 'alternative_artist': 'Six Feet Under', 'add_to_final_records': True}
{'artist': 'Six Feet Under', 'song': 'Re-Animated', 'genre': 'Metal', 'alternative_artist': 'Six Feet Under', 'add_to_final_records': True}
{'artist': 'Six Feet Under', 'song': 'Midnight in Hell', 'genre': 'Metal', 'alternative_artist': 'Six Feet Under', 'add_to_final_records': True}
{'artist': 'Six Feet Under', 'song': 'Gore Hungry Maniac', 'genre': 'Metal', 'alternative_artist': 'Six Feet Under', 'add_to_final_records': True}
{'artist': 'Six Feet Under', 'song': 'Skin', 'genre': 'Metal', 'alternative_artist': 'Six Feet Under', 'add_to_final_records': True}
{'artist': 'Six Feet Under', 'song': 'Exploratory Homicide', 'genre': 'Metal', 'alternative_artist': 'Six Feet Under', 'add_to_final_records': True}
{'artist': 'Six Feet Under', 'song': 'Violent Blood Eruption', 'genre': 'Metal', 'alternative_artist': 'Six Feet Under', 'add_to_final_records': True}
{'artist': 'Six Feet Under', 'song': 'The Separation of Flesh from Bone', 'genre': 'Metal', 'alternative_artist': 'Six Feet Under', 'add_to_final_records': True}
{'artist': 'Killing Joke', 'song': 'European Super State', 'genre': 'Metal', 'alternative_artist': 'Killing Joke', 'add_to_final_records': True}
{'artist': 'Killing Joke', 'song': 'The Raven King', 'genre': 'Metal', 'alternative_artist': 'Killing Joke', 'add_to_final_records': True}
{'artist': 'Killing Joke', 'song': 'Endgame', 'genre': 'Metal', 'alternative_artist': 'Killing Joke', 'add_to_final_records': True}
{'artist': 'Killing Joke', 'song': 'The Great Cull', 'genre': 'Metal', 'alternative_artist': 'Killing Joke', 'add_to_final_records': True}
{'artist': 'Killing Joke', 'song': 'Ghosts of Ladbroke Grove', 'genre': 'Metal', 'alternative_artist': 'Killing Joke', 'add_to_final_records': True}
{'artist': 'Killing Joke', 'song': 'Absolute Dissent', 'genre': 'Metal', 'alternative_artist': 'Killing Joke', 'add_to_final_records': True}
{'artist': 'Killing Joke', 'song': 'This World Hell', 'genre': 'Metal', 'alternative_artist': 'Killing Joke', 'add_to_final_records': True}
{'artist': 'Killing Joke', 'song': 'Depthcharge', 'genre': 'Metal', 'alternative_artist': 'Killing Joke', 'add_to_final_records': True}
{'artist': 'Killing Joke', 'song': 'In Excelsis', 'genre': 'Metal', 'alternative_artist': 'Killing Joke', 'add_to_final_records': True}
{'artist': 'Killing Joke', 'song': 'Fresh Fever From the Skies', 'genre': 'Metal', 'alternative_artist': 'Killing Joke', 'add_to_final_records': True}
{'artist': 'Killing Joke', 'song': 'Honour the Fire', 'genre': 'Metal', 'alternative_artist': 'Killing Joke', 'add_to_final_records': True}
{'artist': 'Killing Joke', 'song': 'Here Comes the Singularity', 'genre': 'Metal', 'alternative_artist': 'Killing Joke', 'add_to_final_records': True}
{'artist': 'Paul Gilbert', 'song': '2 Become 1', 'genre': 'Metal', 'alternative_artist': 'Paul Gilbert', 'add_to_final_records': True}
{'artist': 'Paul Gilbert', 'song': 'Fuzz Universe', 'genre': 'Metal', 'alternative_artist': 'Paul Gilbert', 'add_to_final_records': True}
{'artist': 'Paul Gilbert', 'song': 'Individually Twisted', 'genre': 'Metal', 'alternative_artist': 'Paul Gilbert', 'add_to_final_records': True}
{'artist': 'Paul Gilbert', 'song': 'Down to Mexico', 'genre': 'Metal', 'alternative_artist': 'Paul Gilbert', 'add_to_final_records': True}
{'artist': 'Paul Gilbert', 'song': 'Let the Computer Decide', 'genre': 'Metal', 'alternative_artist': 'Paul Gilbert', 'add_to_final_records': True}
{'artist': 'Paul Gilbert', 'song': 'Gilberto Concerto', 'genre': 'Metal', 'alternative_artist': 'Paul Gilbert', 'add_to_final_records': True}
{'artist': 'Paul Gilbert', 'song': 'Whole Lotta Sonata', 'genre': 'Metal', 'alternative_artist': 'Paul Gilbert', 'add_to_final_records': True}
{'artist': 'Paul Gilbert', 'song': 'Attitude Boy Will Overcome', 'genre': 'Metal', 'alternative_artist': 'Paul Gilbert', 'add_to_final_records': True}
{'artist': 'Paul Gilbert', 'song': 'Heavy Disco Trip', 'genre': 'Metal', 'alternative_artist': 'Paul Gilbert', 'add_to_final_records': True}
{'artist': 'Paul Gilbert', 'song': 'Alligator Farm', 'genre': 'Metal', 'alternative_artist': 'Paul Gilbert', 'add_to_final_records': True}
{'artist': 'Paul Gilbert', 'song': 'Olympic', 'genre': 'Metal', 'alternative_artist': 'Paul Gilbert', 'add_to_final_records': True}
{'artist': 'Paul Gilbert', 'song': 'Roundabout', 'genre': 'Metal', 'alternative_artist': 'Paul Gilbert', 'add_to_final_records': True}
{'artist': 'Paul Gilbert', 'song': 'Six Billion People', 'genre': 'Metal', 'alternative_artist': 'Paul Gilbert', 'add_to_final_records': True}
{'artist': 'Paul Gilbert', 'song': "Don't Rain on My Firewood", 'genre': 'Metal', 'alternative_artist': 'Paul Gilbert', 'add_to_final_records': True}
{'artist': 'Paul Gilbert', 'song': 'Bach Partita in Dm', 'genre': 'Metal', 'alternative_artist': 'Paul Gilbert', 'add_to_final_records': True}
{'artist': 'Paul Gilbert', 'song': 'Mantra the Lawn', 'genre': 'Metal', 'alternative_artist': 'Paul Gilbert', 'add_to_final_records': True}
{'artist': 'Paul Gilbert', 'song': 'Midnight Maryanne', 'genre': 'Metal', 'alternative_artist': 'Paul Gilbert', 'add_to_final_records': True}
{'artist': 'Paul Gilbert', 'song': 'Bivalve Blues', 'genre': 'Metal', 'alternative_artist': 'Paul Gilbert', 'add_to_final_records': True}
{'artist': 'Paul Gilbert', 'song': 'Be My Wife', 'genre': 'Metal', 'alternative_artist': 'Paul Gilbert', 'add_to_final_records': True}
{'artist': 'Paul Gilbert', 'song': 'Paul vs. Godzilla', 'genre': 'Metal', 'alternative_artist': 'Paul Gilbert', 'add_to_final_records': True}
{'artist': 'Paul Gilbert', 'song': 'The Ballad of the Last Lions', 'genre': 'Metal', 'alternative_artist': 'Paul Gilbert', 'add_to_final_records': True}
{'artist': 'Paul Gilbert', 'song': 'Koto Girl', 'genre': 'Metal', 'alternative_artist': 'Paul Gilbert', 'add_to_final_records': True}
{'artist': 'Paul Gilbert', 'song': 'Girl Crazy', 'genre': 'Metal', 'alternative_artist': 'Paul Gilbert', 'add_to_final_records': True}
{'artist': 'Paul Gilbert', 'song': 'Plastic Dracula', 'genre': 'Metal', 'alternative_artist': 'Paul Gilbert', 'add_to_final_records': True}
{'artist': 'Paul Gilbert', 'song': 'Blue Orpheus', 'genre': 'Metal', 'alternative_artist': 'Paul Gilbert', 'add_to_final_records': True}
{'artist': 'Paul Gilbert', 'song': 'Wrong Man', 'genre': 'Metal', 'alternative_artist': 'Paul Gilbert', 'add_to_final_records': True}
{'artist': 'Paul Gilbert', 'song': 'Kate Is a Star', 'genre': 'Metal', 'alternative_artist': 'Paul Gilbert', 'add_to_final_records': True}
{'artist': 'Paul Gilbert', 'song': 'Dreamed Victoria', 'genre': 'Metal', 'alternative_artist': 'Paul Gilbert', 'add_to_final_records': True}
{'artist': 'Paul Gilbert', 'song': 'Propeller', 'genre': 'Metal', 'alternative_artist': 'Paul Gilbert', 'add_to_final_records': True}
{'artist': 'Paul Gilbert', 'song': 'Beautiful Girls Are Insane', 'genre': 'Metal', 'alternative_artist': 'Paul Gilbert', 'add_to_final_records': True}
{'artist': 'Paul Gilbert', 'song': 'Will My Screen Door Stop Neptune', 'genre': 'Metal', 'alternative_artist': 'Paul Gilbert', 'add_to_final_records': True}
{'artist': 'Paul Gilbert', 'song': 'Better Chords', 'genre': 'Metal', 'alternative_artist': 'Paul Gilbert', 'add_to_final_records': True}
{'artist': 'Paul Gilbert', 'song': 'Cut, Cut, Cut', 'genre': 'Metal', 'alternative_artist': 'Paul Gilbert', 'add_to_final_records': True}
{'artist': 'Paul Gilbert', 'song': 'Rosalinda Told Me', 'genre': 'Metal', 'alternative_artist': 'Paul Gilbert', 'add_to_final_records': True}
{'artist': 'Paul Gilbert', 'song': 'The Count Juan Chutrifo', 'genre': 'Metal', 'alternative_artist': 'Paul Gilbert', 'add_to_final_records': True}
{'artist': 'Paul Gilbert', 'song': 'Rain and Thunder and Lightning', 'genre': 'Metal', 'alternative_artist': 'Paul Gilbert', 'add_to_final_records': True}
{'artist': 'Paul Gilbert', 'song': 'Blowtorch', 'genre': 'Metal', 'alternative_artist': 'Paul Gilbert', 'add_to_final_records': True}
{'artist': 'Paul Gilbert', 'song': 'Mr. Skin', 'genre': 'Metal', 'alternative_artist': 'Paul Gilbert', 'add_to_final_records': True}
{'artist': 'Paul Gilbert', 'song': 'Batter Up', 'genre': 'Metal', 'alternative_artist': 'Paul Gilbert', 'add_to_final_records': True}
{'artist': 'Paul Gilbert', 'song': 'The Gargoyle', 'genre': 'Metal', 'alternative_artist': 'Paul Gilbert', 'add_to_final_records': True}
{'artist': 'Paul Gilbert', 'song': 'Blue Rondo a La Turk', 'genre': 'Metal', 'alternative_artist': 'Paul Gilbert', 'add_to_final_records': True}
{'artist': 'Paul Gilbert', 'song': 'Tell the Truth', 'genre': 'Metal', 'alternative_artist': 'Paul Gilbert', 'add_to_final_records': True}
{'artist': 'Paul Gilbert', 'song': 'Enemies (In Jail)', 'genre': 'Metal', 'alternative_artist': 'Paul Gilbert', 'add_to_final_records': True}
{'artist': 'Paul Gilbert', 'song': 'Put It on the Char', 'genre': 'Metal', 'alternative_artist': 'Paul Gilbert', 'add_to_final_records': True}
{'artist': 'Paul Gilbert', 'song': 'Eudaimonia Overture', 'genre': 'Metal', 'alternative_artist': 'Paul Gilbert', 'add_to_final_records': True}
{'artist': 'Paul Gilbert', 'song': 'Lancelot Link', 'genre': 'Metal', 'alternative_artist': 'Paul Gilbert', 'add_to_final_records': True}
{'artist': 'Paul Gilbert', 'song': 'The Rhino', 'genre': 'Metal', 'alternative_artist': 'Paul Gilbert', 'add_to_final_records': True}
{'artist': 'Paul Gilbert', 'song': 'Suite Modale', 'genre': 'Metal', 'alternative_artist': 'Paul Gilbert', 'add_to_final_records': True}
{'artist': 'Paul Gilbert', 'song': 'Get It', 'genre': 'Metal', 'alternative_artist': 'Paul Gilbert', 'add_to_final_records': True}
{'artist': 'Paul Gilbert', 'song': 'Vibrato', 'genre': 'Metal', 'alternative_artist': 'Paul Gilbert', 'add_to_final_records': True}
{'artist': 'Paul Gilbert', 'song': 'Bultaco Saturno', 'genre': 'Metal', 'alternative_artist': 'Paul Gilbert', 'add_to_final_records': True}
{'artist': 'Paul Gilbert', 'song': 'I Still Have That Other Girl', 'genre': 'Metal', 'alternative_artist': 'Paul Gilbert', 'add_to_final_records': True}
{'artist': 'Paul Gilbert', 'song': 'Go Down', 'genre': 'Metal', 'alternative_artist': 'Paul Gilbert', 'add_to_final_records': True}
{'artist': 'Paul Gilbert', 'song': 'The Pronghorn', 'genre': 'Metal', 'alternative_artist': 'Paul Gilbert', 'add_to_final_records': True}
{'artist': 'Paul Gilbert', 'song': 'Atmosphere on the Moon', 'genre': 'Metal', 'alternative_artist': 'Paul Gilbert', 'add_to_final_records': True}
{'artist': 'Paul Gilbert', 'song': 'I Want to Be Loved', 'genre': 'Metal', 'alternative_artist': 'Paul Gilbert', 'add_to_final_records': True}
{'artist': 'Paul Gilbert', 'song': 'Silence Followed by a Deafening Roar', 'genre': 'Metal', 'alternative_artist': 'Paul Gilbert', 'add_to_final_records': True}
{'artist': 'Paul Gilbert', 'song': 'Bronx 1971', 'genre': 'Metal', 'alternative_artist': 'Paul Gilbert', 'add_to_final_records': True}
{'artist': 'Paul Gilbert', 'song': 'Norwegian Cowbell', 'genre': 'Metal', 'alternative_artist': 'Paul Gilbert', 'add_to_final_records': True}
{'artist': 'Paul Gilbert', 'song': 'I Cannot Tell a Lie', 'genre': 'Metal', 'alternative_artist': 'Paul Gilbert', 'add_to_final_records': True}
{'artist': 'Paul Gilbert', 'song': 'Muscle Car', 'genre': 'Metal', 'alternative_artist': 'Paul Gilbert', 'add_to_final_records': True}
{'artist': 'Paul Gilbert', 'song': 'Bliss', 'genre': 'Metal', 'alternative_artist': 'Paul Gilbert', 'add_to_final_records': True}
{'artist': 'Paul Gilbert', 'song': 'I Feel Love', 'genre': 'Metal', 'alternative_artist': 'Paul Gilbert', 'add_to_final_records': True}
